body,label
"Hej Dennis

Tack för din ansökan till Tvätteriarbetare sökes till Textilia i Botkyrka. Vi kommer att gå igenom din ansökan inom kort, och återkoppla till dig så snabbt vi kan.

Vi behandlar dina uppgifter enligt vår integritetspolicy. Om du inte vill att vi bjuder in dig till framtida aktiviteter och jobbmöjligheter så kan du enkelt avregistrera dig här.
 
Vänliga hälsningar

-- 

Med vänlig hälsning,
Saide Hanna
Tillväxt Botkyrka
Tel: 0720618130
saide@tillvaxtbotkyrka.se",
"Hej &amp; tack för din ansökan! 
 
Vi uppskattar ditt intresse för Submit och tjänsten Flaggvakt sökes till vår/sommarsäsongen. Vi kommer att granska din ansökan och om du matchar det vi söker kommer du att bli kontaktad för en intervju.
 
Mvh,

-- 
Alexander Forslund
Submit Bemanning",
"Hej Dennis,
 
Tack för din ansökan till tjänsten Säljare till Norteam! Vi ser fram emot att läsa igenom den.
 
Vi är glada för att du väljer att söka jobb via Bravura. Din upplevelse som kandidat hos oss är vår högsta prioritet. Det som sker nu är att vi kommer att gå igenom din ansökan snarast möjligt. Om du går vidare till nästa steg i kontaktar vi dig för ett första samtal. Går du inte vidare i den här processen så kommer du att få återkoppling om det så snart som möjligt. 
 
Vi jobbar för fullt med att hantera alla inkomna ansökningar och vi gör vårt bästa för att ge dig besked snarast möjligt. Har du frågor når du oss alltid på info@bravura.se.
 
Under tiden så vill vi tipsa dig om att följa oss på Instagram och LinkedIn för jobbtips, nyheter, inspiration och annat spännande.
 
www.bravura.se

Hi Dennis,
 
Thank you for your application for the position Säljare till Norteam! We look forward to reviewing it.
 
We are glad that you chose to apply for a job through Bravura. Your experience as a candidate with us is our top priority. What happens next is that we will review your application as soon as possible. If you proceed to the next step, we will contact you for an initial conversation. If you do not move forward in this process, you will receive an update as soon as possible.
 
We are working hard to handle all incoming applications, and we will do our best to provide you with update as soon as possible. If you have any questions, you can always reach us at info@bravura.se.
 
In the meantime, we encourage you to follow us on  Instagram and LinkedIn  for job tips, news, inspiration, and other exciting updates.

www.bravura.se

Med vänlig hälsning / Best regards,

ELICE ÖHMAN
IT/TECH RECRUITER &amp; CONSULTANT MANAGER
🔵 +46 76-721 49 82
🟢 Hornsbruksgatan 28 | 117 34 Stockholm
🟡 bravura.se/brillante

Brillante is part of Bravura that specializes in IT/Tech recruitment. We help IT professionals find exciting jobs and assignments where they can thrive and grow. Learn more about us at bravura.se/brillante",
"Hej Dennis! 
 
Tack för din ansökan. Vi uppskattar ditt intresse för att bli en del av Apotea.
 
Vi kommer att granska din ansökan till tjänsten Farmaceut kundservice | Apotea inom kort och återkomma till dig så snart som möjligt. 
 
Vänliga hälsningar

-- 
Mariam Shamoon
Apotea",
"Hej Dennis!
 
Så kul att du vill jobba med oss på SRS. Vi har tagit emot din ansökan till SOC-Operatör, tack! Har du några frågor är det bara att höra av dig.
 
Trevlig dag så länge, så hörs vi så fort vi kan!

-- 
Erik Eliasson
SRS Group",
"Hej Dennis! 
 
Stort tack för visat intresse och din ansökan: Säljande försäkringsförmedlare till Lendo. Processen pågår löpande och jag hör av mig till dig så snart som möjligt om det blir aktuellt att gå vidare med din ansökan. Har du några frågor eller funderingar? Tveka inte att höra av dig till mig eller några av mina kollegor på Amendo. 
 
Inom kort kommer du att få en enkät skickat till din mail med möjlighet att utvärdera ansökningsprocessen. Vi strävar alltid efter att förbättra våra processer och tar tacksamt emot din feedback!  
 
Ps. Du missar väl inte vårt nyhetsbrev? Du får våra bästa tips kring att söka jobb, arbeta som konsult och saker som händer i branschen. Prenumerera här!
 
Med vänliga hälsningar,

Hi!

Thank you for your application for Säljande försäkringsförmedlare till Lendo. We will review your application shortly, and get back to you as soon as possible.
 
Best regards,

-- 
Helena Persson 
Amendo",
"Hej Dennis,

Vi vill tacka för ditt intresse och din ansökan till tjänsten som Purchasing Manager till ICANIWILL. Vi kommer att gå igenom din ansökan inom kort, och återkoppla till dig så snabbt vi kan. Vi går igenom urvalet och stämmer av bakgrund, erfarenhet och kompetenser hos kandidater mot den kravprofil vi arbetar utifrån till Purchasing Manager till ICANIWILL. 
 
Om du skulle ha några frågor kopplade till tjänsten, hör gärna av dig till oss!

-- 
Josefin Cicek Häggqvist
Newr",
"Hej &amp; tack för din ansökan! 
 
Vi uppskattar ditt intresse för Submit och tjänsten Flyttpersonal i Stockholm - Start omgående. Vi kommer att granska din ansökan och om du matchar det vi söker kommer du att bli kontaktad för en intervju.
 
Mvh,

-- 
Fahami Green
Submit Bemanning",
"Hej Dennis,
 
Tack för din ansökan till tjänsten Kalkylator till Sh bygg! Vi ser fram emot att läsa igenom den.
 
Vi är glada för att du väljer att söka jobb via Bravura. Din upplevelse som kandidat hos oss är vår högsta prioritet. Det som sker nu är att vi kommer att gå igenom din ansökan snarast möjligt. Om du går vidare till nästa steg i kontaktar vi dig för ett första samtal. Går du inte vidare i den här processen så kommer du att få återkoppling om det så snart som möjligt. 
 
Vi jobbar för fullt med att hantera alla inkomna ansökningar och vi gör vårt bästa för att ge dig besked snarast möjligt. Har du frågor når du oss alltid på info@bravura.se.
 
Under tiden så vill vi tipsa dig om att följa oss på Instagram och LinkedIn för jobbtips, nyheter, inspiration och annat spännande.
 
www.bravura.se

Hi Dennis,
 
Thank you for your application for the position Kalkylator till Sh bygg! We look forward to reviewing it.
 
We are glad that you chose to apply for a job through Bravura. Your experience as a candidate with us is our top priority. What happens next is that we will review your application as soon as possible. If you proceed to the next step, we will contact you for an initial conversation. If you do not move forward in this process, you will receive an update as soon as possible.
 
We are working hard to handle all incoming applications, and we will do our best to provide you with update as soon as possible. If you have any questions, you can always reach us at info@bravura.se.
 
In the meantime, we encourage you to follow us on  Instagram and LinkedIn  for job tips, news, inspiration, and other exciting updates.

www.bravura.se

JANINA BOHLIN

RECRUITER | BRAVURA

🔵 +46 76 495 89 42

🟢 Hornsbruksgatan 28 | 117 34 Stockholm

🟡 www.bravura.se",
"Hej Dennis! 
 
Stort tack för visat intresse och din ansökan: Säljande Handläggare Retain till Lendo. Processen pågår löpande och jag hör av mig till dig så snart som möjligt om det blir aktuellt att gå vidare med din ansökan. Har du några frågor eller funderingar? Tveka inte att höra av dig till mig eller några av mina kollegor på Amendo. 
 
Inom kort kommer du att få en enkät skickat till din mail med möjlighet att utvärdera ansökningsprocessen. Vi strävar alltid efter att förbättra våra processer och tar tacksamt emot din feedback!  
 
Ps. Du missar väl inte vårt nyhetsbrev? Du får våra bästa tips kring att söka jobb, arbeta som konsult och saker som händer i branschen. Prenumerera här!
 
Med vänliga hälsningar,

Hi!

Thank you for your application for Säljande Handläggare Retain till Lendo. We will review your application shortly, and get back to you as soon as possible.
 
Best regards,

-- 
Helena Persson 
Amendo",
"Hej Dennis! 
   
Tack för din ansökan! Vi är glada över att du är intresserad av att arbeta hos oss på Capio.

 Vi kommer inom kort att kika på din ansökan till tjänsten som Nattsjuksköterska - Sommar vikariat/Timanställning -  ASIH/Palliativ vård på Dalens sjukhus! och hör av oss så fort som möjligt.

Vänliga hälsningar,

-- 
Pernilla Carlberg

Enhetschef

Capio Palliativa enheten

Dalens sjukhus",
"Vad kul att du vill vara en av de viktigaste personerna på Brödernas! 
Vi kommer så snart som möjligt läsa igenom din ansökan och återkoppla till dig om du är intressant för oss i rekryteringen.

Med vänliga hälsningar

-- 
Gökay Alp
Brödernas Restauranger",
"Tack för att du visat intresse för att jobba hos oss på AdeoCare!

Vi kommer att gå igenom samtliga ansökningar och återkommer så snart som möjligt till dem som går vidare till en intervju.

 

 

-- 
Melinda Allerhed
AdeoCare",
"Hej Dennis!

Tack för din ansökan. Vi uppskattar att du vill vara en del av Jobwise!
 
Vi kommer att se över din ansökan gällande Montör för längre uppdrag i Bromma inom kort och återkommer till dig så snart som möjligt. Vi kontaktar dig antingen via mejl eller telefon, så håll gärna utkik i din inkorg – och kika även i skräppostmappen ifall vårt mejl hamnar där av misstag.
 
Har du några frågor under tiden är du varmt välkommen att höra av dig!

Med vänliga hälsningar,

Fredrik Ljungar
Jobwise",
"Tack för att du visat intresse för att jobba hos oss på AdeoCare!

Vi kommer att gå igenom samtliga ansökningar och återkommer så snart som möjligt till dem som går vidare till en intervju.

 

 

-- 
Melinda Allerhed
AdeoCare",
"Hej Dennis,
  
Tack för din ansökan till tjänsten som Distriktssköterska/leg. sjuksköterska till BVC – Familjeläkarna Husby hos Familjeläkarna. Vi uppskattar ditt intresse för att bli en del av vårt team.
 
Vi kommer att granska din ansökan och återkommer till dig så snart som möjligt.

Med vänlig hälsning,

Nusrat Gilani
Verksamhetschef

Familjeläkarna Husby | Familjeläkarna Akalla | Familjeläkarna Barkarby
📞 0790-66 22 55

www.famlak.se

Silviahemscertifierad äldrevård 
Kvalitetscertifierad ISO 9001 
Miljöcertifierad ISO 14001",
"Hej Dennis,
  
Tack för din ansökan till tjänsten som Familjeläkarna Barkarby söker Distriktssköterska hos Familjeläkarna. Vi uppskattar ditt intresse för att bli en del av vårt team.
 
Vi kommer att granska din ansökan och återkommer till dig så snart som möjligt.

Med vänlig hälsning,

Nusrat Gilani
Verksamhetschef

Familjeläkarna Husby | Familjeläkarna Akalla | Familjeläkarna Barkarby
📞 0790-66 22 55

www.famlak.se

Silviahemscertifierad äldrevård 
Kvalitetscertifierad ISO 9001 
Miljöcertifierad ISO 14001",
"Tack för din ansökan! Vi är glada över att du är intresserad av att jobba hos oss. Vi kommer titta på din ansökan till tjänsten som Undersköterska hemtjänst (vikariat 1 år) och återkomma till dig så snart vi kan.
 
Vänliga hälsningar,

-- 
Emma Brännström
Mervida AB",
"Tack för din ansökan. Vi uppskattar att du vill jobba hos oss på Victoriahem, och ditt intresse för Strategisk inköpare till Victoriahem. Vi kommer att gå igenom din ansökan inom kort, och återkoppla till dig så snabbt vi kan.

Vänliga hälsningar

-- 
Alexander Alex
Victoriahem",
"Hej Dennis
 
Tack för din ansökan. Vi uppskattar att du vill jobba hos oss på Saps Service Management AB, och ditt intresse för Sommarjobb Servicetekniker.
 
Vi kommer att gå igenom din ansökan inom kort, och återkoppla till dig så snabbt vi kan.
 
Vänliga hälsningar

-- 
Mats Johansson
Saps Service Management AB",
"Hej Dennis,
 
Tack för din ansökan och vad roligt att du är intresserad av tjänsten som VA-projektör till Scandinavian Infra! Vad händer nu?
 
Först och främst tittar vi på din ansökan mot våra uppsatta krav för tjänsten. Om du utifrån det går vidare i processen kommer vi att kontakta dig för att boka in en intervju. Det kan ske via mejl men ibland ringer vi först om vi har några kompletterande frågor om din ansökan, så håll koll på både inkorgen och telefonen! 
 
Skulle du få beskedet att det inte blev en matchning denna gång sparas dina uppgifter i vårt system, i hopp om att våra vägar korsas i samband med en annan rekrytering 👌 

Tack ännu en gång för din ansökan!
 
Vi på Envoke Talent önskar dig härlig vår 🌻☀️🐝
 
genom

-- 
Maria Weiss
Envoke Talent AB",
"Hello Dennis,

Thank you for your interest in working with us. 

Observe that this is an automated confirmation e-mail. However we are very pleased that you have chossen to apply for a jobb with us.

The more information you give us in your application, the easier it will be for us to choose you as a candidate. There is still time for you to complete your application.  

We wiew the applications ongoing and will come back to you as soon as possible. 

If you have any questions pls contact us!

Kindly

-- 
Göran Beskow
Naturskyddsföreningen",
"Hej Dennis,

Tack för din ansökan. Vi uppskattar att du vill jobba hos oss och ditt intresse för Däckskiftare till Södertälje.

Vi kommer att gå igenom din ansökan inom kort, och återkoppla till dig så snabbt vi kan.

Med vänlig hälsning,
--

Marco Guerra
Rekryterare
070-376 04 06
marco.guerra@fordonsakademin.se",
"Hej Dennis!
 
Stort tack för din ansökan till tjänsten som Customer Success Coordinator till växande Gardeco, vi är väldigt glada över att du har valt att söka jobb via oss på A-hub! Några saker att ha koll på i processen framåt:
 
Vi tillämpar löpande urval vilket innebär att selekteringen av ansökningarna sker i ordningen som de kommit in. Det innebär att de kandidater som ansökt i ett tidigare skede också blir kontaktade tidigare. Vår ambition är att ge dig återkoppling så snart som möjligt om vad nästa steg i processen är. 

Om du går vidare så är det första steget en telefonintervju med oss och vi kommer antingen att ringa upp dig direkt eller maila dig för att stämma tid. Om du inte går vidare kommer du att få återkoppling via mail. 
 
Har du några frågor eller funderingar, tveka inte på att höra av dig till ansvarig rekryterare! 
 
Bästa hälsningar,

-- 
Ulf Appelgren
A-hub",
"Hej Dennis,

Och stort tack för din ansökan till tjänsten som UI Designer to Disruptive Novotech. 

Vi går igenom ansökningar löpande och återkopplar till dig när vi börjar titta på din profil. 

Om det finns något du vill utveckla i den kan du passa på att göra det nu.
 
Med vänliga hälsningar, 

-- 
Jimmy Mourad
Asta Agency",
"Hej Dennis,
 
Tack för din ansökan och för ditt intresse att bli en del av Nova Psykiatri. Vi kommer att granska din ansökan inom kort, och återkommer till dig så snart vi kan. 

Följ oss gärna på linkedin för mer uppdateringar!

-- 
Emma Sparrentoft

emma@novapsykiatri.se
Nova Psykiatri",
"Tack för din ansökan. Vi uppskattar ditt intresse för att bli en del av Future Mobility AB.

Vi kommer att granska din ansökan för tjänsten som Budbilsförare - Jordbro - kväll inom kort och återkommer till dig så snart som möjligt.

Med vänliga hälsningar,

-- 
Jens Hällbom
Future Mobility AB",
"Hej Dennis,
 
Tack för din ansökan till tjänsten Regional Sales Manager till GS Yuasa Battery Nordic! Vi ser fram emot att läsa igenom den.
 
Vi är glada för att du väljer att söka jobb via Bravura. Din upplevelse som kandidat hos oss är vår högsta prioritet. Det som sker nu är att vi kommer att gå igenom din ansökan snarast möjligt. Om du går vidare till nästa steg i kontaktar vi dig för ett första samtal. Går du inte vidare i den här processen så kommer du att få återkoppling om det så snart som möjligt. 
 
Vi jobbar för fullt med att hantera alla inkomna ansökningar och vi gör vårt bästa för att ge dig besked snarast möjligt. Har du frågor når du oss alltid på info@bravura.se.
 
Under tiden så vill vi tipsa dig om att följa oss på Instagram och LinkedIn för jobbtips, nyheter, inspiration och annat spännande.
 
www.bravura.se

Hi Dennis,
 
Thank you for your application for the position Regional Sales Manager till GS Yuasa Battery Nordic! We look forward to reviewing it.
 
We are glad that you chose to apply for a job through Bravura. Your experience as a candidate with us is our top priority. What happens next is that we will review your application as soon as possible. If you proceed to the next step, we will contact you for an initial conversation. If you do not move forward in this process, you will receive an update as soon as possible.
 
We are working hard to handle all incoming applications, and we will do our best to provide you with update as soon as possible. If you have any questions, you can always reach us at info@bravura.se.
 
In the meantime, we encourage you to follow us on  Instagram and LinkedIn  for job tips, news, inspiration, and other exciting updates.

www.bravura.se

Med vänlig hälsning, 

MIA SAMUELSSON

RECRUITER | BRAVURA

🔵 +46 70 434 17 68

🟢 Hornsbruksgatan 28 | 117 34 Stockholm

🟡 www.bravura.se",
"Hej Dennis,
 
Vad roligt att du vill arbeta tillsammans med oss inom Attendo i rollen som &quot;Sommarjobb 2025&quot; och vara med att utveckla framtidens omsorg.
 
Vi kommer nu att arbeta med att gå igenom ansökningar löpande och återkommer till dig så snart vi behandlat din ansökan.
 
Din ansökan och en eventuell intervjuprocess ger oss möjlighet att lära känna dig och dina tidigare erfarenheter, kunskaper och önskningar för framtiden bättre. På samma sätt får du tillfälle att lära känna vår verksamhet bättre genom varje möte under rekryteringsprocessen.
 
Tack för din ansökan !

-- 
Marika Palmroth
Attendo Sverige",
"Hej Dennis! 
   
Tack för din ansökan! Vi är glada över att du är intresserad av att arbeta hos oss på Capio.

 Vi kommer inom kort att kika på din ansökan till tjänsten som Sjuksköterska för sommaruppdrag på Sollentuna Geriatriken och hör av oss så fort som möjligt.

Vänliga hälsningar,

Petter Back

Rekryterare

Capio Bemanning och Rekrytering

Phone: +46 72-999 13 25

petter.back@capio.se",
"Hej Dennis,

Tack för din ansökan. Vi uppskattar att du vill jobba hos oss på Vardaga och ditt intresse för Vikarierande Sjuksköterska till Villa Odinslund. Vi kommer att gå igenom din ansökan inom kort och återkoppla till dig så snart vi kan.
  
   
Under tiden kan du kika på vårt medarbetarerbjudande och på våra karriärsida för sjuksköterskor för att få en bättre bild av vår verksamhet och hur det är att jobba hos oss.
 
Instagram (@vardagasverige)
Facebook | Vardaga
LinkedIn (Vardaga)
 

Vänliga hälsningar

-- 
Diana Gartcheva
Vardaga",
"Hej,
 
Vad roligt att du vill arbeta tillsammans med oss inom Attendos Nattpatrull och vara med att utveckla framtidens omsorg.
 
Vi kommer nu att arbeta med att gå igenom ansökningar löpande och återkommer till dig så snart vi behandlat din ansökan.
 
Din ansökan och en eventuell intervjuprocess ger oss möjlighet att lära känna dig och dina tidigare erfarenheter, kunskaper och önskningar för framtiden bättre. På samma sätt får du tillfälle att lära känna vår verksamhet bättre genom varje möte under rekryteringsprocessen.
 
Tack för din ansökan !

-- 
Julia Karlsson
Attendo Sverige",
"Hej Dennis,

Tack för din ansökan och ditt intresse för rollen; Windowsdriftspecialist till Uppsala. Vi är stolta över att du vill bli en del av oss på Camai 🌟.

 Vi kommer att gå igenom din ansökan inom kort och återkoppla till dig så snabbt vi kan.

Passa på att ta en titt på vår Linkedinsida och connecta med oss! - vi är nästan alltid online där!

Med vänliga hälsningar, 
-- 
Maria Legerius

Talent Acquisition Specialist @ Camai",
Hej Dennis och tack för din ansökan till tjänsten Personliga assistenter sökes till en ung kvinna i Solna. Vi kommer att gå igenom våra ansökningar och återkommer med information om det blir aktuellt att gå vidare till möte eller intervju.,
"Hej Dennis,

Och stort tack för din ansökan till tjänsten som Frontend Developer to Disruptive Novotech. 

Vi går igenom ansökningar löpande och återkopplar till dig när vi börjar titta på din profil. 

Om det finns något du vill utveckla i den kan du passa på att göra det nu.
 
Med vänliga hälsningar, 

-- 
Jimmy Mourad
Asta Agency",
"Hej Dennis och tack för din ansökan till tjänsten Personliga assistenter sökes till en kille i Hägersten. Vi kommer att gå igenom våra ansökningar och återkommer om det blir aktuellt med en intervju.
  
Många av våra kunder önskar att man uppvisar ett belastningsregister vid eventuell anställning. Detta beställer du enkelt via följande länk: Arbete med barn med funktionsnedsättning
 
Se till att ha överblick på din skräppost då vissa mejl från oss ibland kan hamna där.

Ha det fint och återkom med eventuella frågor genom att svara på detta mail!

-- 
Emelie Lundkvist Gyllenberg
Nordström Assistans",
"Hej Dennis,

Och stort tack för din ansökan till tjänsten som Servicetekniker till Servus. 

Vi går igenom ansökningar löpande och återkopplar till dig när vi börjar titta på din profil. 

Om det finns något du vill utveckla i den kan du passa på att göra det nu.
 
Med vänliga hälsningar, 

Med vänlig hälsning/Kind Regards, 

Ellen Karlsson

Recruitment Consultant

astaagency.se

Rehnsgatan 17, 113 57 Stockholm",
"Hej Dennis,
 
Tack för din ansökan och vad roligt att du är intresserad av tjänsten som Automationsingenjör! Vad händer nu?
 
Först och främst tittar vi på din ansökan mot våra uppsatta krav för tjänsten. Om du utifrån det går vidare i processen kommer vi att kontakta dig för att boka in en intervju. Det kan ske via mejl men ibland ringer vi först om vi har några kompletterande frågor om din ansökan, så håll koll på både inkorgen och telefonen! 
 
Skulle du få beskedet att det inte blev en matchning denna gång sparas dina uppgifter i vårt system, i hopp om att våra vägar korsas i samband med en annan rekrytering 👌 

Tack ännu en gång för din ansökan!
 
Vi på Envoke Talent önskar dig härlig vår 🌻☀️🐝
 
genom

-- 
David Wiksén

Mail: david@envoketalent.com

Mobil: 0735 - 16 89 81
Envoke Talent AB",
"Hej Dennis! 
   
Tack för din ansökan! Vi är glada över att du är intresserad av att arbeta hos oss på Capio.

 Vi kommer inom kort att kika på din ansökan till tjänsten som Sjuksköterska till Capio Hemsjukvård i Södertälje och Vårby! och hör av oss så fort som möjligt.

Vänliga hälsningar,

-- 
Tim Lamber
Capio",
"Hej Dennis

Tack för din ansökan till Säljare sökes till Vent4Vent. Vi kommer att gå igenom din ansökan inom kort, och återkoppla till dig så snabbt vi kan.

Vi behandlar dina uppgifter enligt vår integritetspolicy. Om du inte vill att vi bjuder in dig till framtida aktiviteter och jobbmöjligheter så kan du enkelt avregistrera dig här.
 
Vänliga hälsningar

-- 

Med vänlig hälsning,
Saide Hanna
Tillväxt Botkyrka
Tel: 0720618130
saide@tillvaxtbotkyrka.se",
"Hej Dennis,
 
Tack för visat intresse och engagemang för tjänsten hos oss på Sweax. Din ansökan kommer att behandlas inom kort och om du är vidare aktuell i rekryteringsprocessen kommer vi att kontakta dig, vanligtvis inom 14 dagar. 

Har du frågor om rekryteringen vänligen kontakta Annika Carlqvist på annika.carlqvist@sweax.se
 
 
 
Med vänlig hälsning,
Sweax 

-- 
Frida Kask Rosén
UrbanUrban  - Rekryteringspartner till Sweax",
"Hej Dennis,

Och stort tack för din ansökan till tjänsten som Servicechef till Torell Pump. 

Vi går igenom ansökningar löpande och återkopplar till dig när vi börjar titta på din profil. 

Om det finns något du vill utveckla i den kan du passa på att göra det nu.
 
Med vänliga hälsningar, 

Med vänlig hälsning/Kind Regards, 

Ellen Karlsson

Recruitment Consultant

astaagency.se

Rehnsgatan 17, 113 57 Stockholm",
"Hej Dennis! 
   
Tack för din ansökan! Vi är glada över att du är intresserad av att arbeta hos oss på Capio.

 Vi kommer inom kort att kika på din ansökan till tjänsten som Fysioterapeut till Capio Geriatrik Sollentuna och hör av oss så fort som möjligt.

Vänliga hälsningar,

-- 
Mattias Vetterli
Capio",
"Din ansökan till tjänsten på Kry har mottagits. 
 
Medan du väntar på återkoppling kan du läsa om hur det är att jobba på Kry genom att klicka här. 
 
Vill du även läsa mer om vårt arbete kan du klicka här.
 
Ha en fin dag!
 
Vänliga hälsningar,

-- 

Kry",
"Tack för din ansökan. Vi uppskattar att du vill jobba hos oss på Rutstäd/Scandinavia Contractor AB, och ditt intresse för att bli Företagsstädare/Lokalvårdare.

Vi kommer att gå igenom din ansökan inom kort, och återkoppla till dig så snabbt vi kan.
 
Vänliga hälsningar

-- 
Peter Nilses
Scandinavia Contractor AB",
"Hej Dennis,

Tack för din ansökan. Vi uppskattar att du vill jobba hos oss på Nytida och ditt intresse för Boendestödjare till Viljan. Vi kommer att gå igenom din ansökan inom kort och återkoppla till dig så snart vi kan.

Under tiden kan du kika på vårt medarbetarerbjudande och våra sociala medier för att få en bättre bild av vår verksamhet och hur det är att jobba hos oss.

Instagram (@NytidaSverige) 
Facebook | Nytida 
LinkedIn | Nytida
 
 

-- 
Matilda Klingmalm
Nytida",
"Tack för din ansökan. Vi uppskattar att du vill jobba hos oss på Rutstäd/Scandinavia Contractor AB, och ditt intresse för att bli Distrikansvarig städare i Täby.

Vi kommer att gå igenom din ansökan inom kort, och återkoppla till dig så snabbt vi kan.
 
Vänliga hälsningar

-- 
Peter Nilses
Scandinavia Contractor AB",
"Hej Dennis

Tack för din ansökan. Vi återkommer löpande till intressanta kandidater och utifrån verksamhetens behov. 

Om du har frågor under tiden är du välkommen att kontakta mig.

Med vänliga hälsningar,

-- 
Josefine
Distriktschef 
Holy Greens AB",
"Hej Dennis,

Tack för din ansökan. Vi tackar för ditt intresse att börja arbeta hos oss på Tandea och tjänsten som Erfaren tandhygienist till Tandea skärholmen. Vi kommer att läsa din ansökan och hör av oss så snart vi kan. 

Med Vänliga Hälsningar

-- 
Sara Sliwo
Tandea",
"Hej Dennis, 
 
Vad kul att du söker jobb hos oss på Forenede Care. Vi har tagit emot din ansökan som Sjuksköterska sommar 2025 till SPSV Byle Gård Forenede Care Täby. Just nu går vi igenom ansökningarna och vi hör av oss inom kort. 
 
Har du frågor är du varmt välkommen att kontakta oss. 
 
Ha en fin dag! 

Med vänlig hälsning, 
Linda Lilius
Forenede Care",
"Thank you for your application. We appreciate your interest in joining Vår Omtanke.
 We will review your application for Personlig assistent Hässelby shortly, and get back to you as soon as possible.
 
Best regards

-- 
Lena
Vår Omtanke",
"Hej Dennis,

Tack för din ansökan! Vi är mycket glada att du har visat intresse för tjänsten Verkstadsplanerare till auktoriserad bilverkstad hos oss på Starfinder.

Vi kommer att gå igenom din ansökan och återkomma så snart som möjligt om du går vidare till nästa steg. 
 
Med vänliga hälsningar,

-- 
Catrin Fjellström
Starfinder

0700744018
catrin.fjellstrom@starfinder.se",
"Hej &amp; tack för din ansökan! 
 
Vi uppskattar ditt intresse för Submit och tjänsten Lager/produktionsmedarbetare i Nackaområdet. Vi kommer att granska din ansökan och om du matchar det vi söker kommer du att bli kontaktad för en intervju.
 
Mvh,

-- 
Kevin Söderberg
Submit Bemanning",
"Hej Dennis,
 
Tack för din ansökan till oss på Aleris! Vad roligt att rollen som Undersköterska till Aleris Basal hemsjukvård Upplands Väsby har väckt ditt intresse. 
 
Vi har nu tagit emot din ansökan och ser fram emot att lära känna dig bättre. Vi förstår att du säkert är ivrig att få besked av oss och vi går igenom ansökningarna löpande och återkopplar till dig så snart vi kan. 

Om du uppfyller våra grundläggande krav kommer de första testerna att skickas ut automatiskt till din mejl via Aleris Hemsjukvård. För att gå vidare i processen är det viktigt att du genomför testerna och uppnår godkänt resultat.
 
Under tiden får du gärna ta tillfället att lära dig mer om Aleris. Hos oss blir du en del av ett specialistvårdbolag som med all vår samlade kompetens arbetar varje dag för att ge våra patienter den absolut bästa vården och vårdupplevelsen. 
 
På vår karriärsida kan du läsa mer om hur det är att arbeta hos oss och ta del av våra medarbetares egna berättelser. Där kan du även läsa mer om de olika områden som vi jobbar med inom Aleris och hur vår rekryteringsprocess ser ut. 
 
https://karriar.aleris.se
 
Följ oss gärna på LinkedIn, Instagram och Facebook.
 
Tack igen för att du valde att söka till oss, vi hörs snart!

-- 
Anna Andersson
Rekryterare, Aleris",
"Hej Dennis!
 
Så kul att du vill jobba med oss. Vi har tagit emot din ansökan till Senior BE Developer to a Leading Checkout Solutions Start-Up!, tack! Har du några frågor är det bara att höra av dig.
 
Trevlig dag så länge, så hörs vi så fort vi kan!
 
 

-- 
Hassan Hossein
EEZE",
"Hej Dennis,

Tack för din ansökan! Vi är mycket glada att du har visat intresse för tjänsten Kundsupport till bilbranschen, norra Stockholm hos oss på Starfinder.

Vi kommer att gå igenom din ansökan och återkomma så snart som möjligt om du går vidare till nästa steg. 
 
Med vänliga hälsningar,

-- 
Malin Dunder 
Starfinder

0767776762
malin.dunder@starfinder.se",
"Hej Dennis, 
 
Tack för din ansökan till tjänsten som Säljare - Skidor och cyklar. Deltid 40%!
 
Vi är glada att du har visat intresse för tjänsten och XXL som arbetsgivare. Vi kommer att granska din ansökan och återkomma till dig så snart som möjligt.
 
Med vänliga hälsningar

-- 

XXL Sverige",
